1.378E-07	0.87	2.31
0.000000155	1.52	2.57
1.771E-07	2.26	2.18
2.067E-07	2.82	1.87
0.00000023	2.95	1.19
0.00000024	2.96	0.942
0.00000025	2.8	0.694
0.00000026	2.63	0.538
0.00000027	2.3	0.432
0.00000028	2.17	0.475
0.00000029	2.01	0.487
0.0000003	1.91	0.538
0.00000031	1.76	0.43
0.00000032	1.66	0.41
0.00000033	1.56	0.405
0.00000034	1.44	0.405
0.00000035	1.31	0.43
0.00000036	1.17	0.47
0.00000037	1.05	0.54
0.00000038	0.9	0.64
0.00000039	0.78	0.77
0.0000004	0.71	0.92
0.00000041	0.66	1.04
0.00000042	0.63	1.16
0.00000043	0.6	1.28
0.00000044	0.57	1.4
0.00000045	0.56	1.5
0.00000046	0.54	1.6
0.00000047	0.53	1.7
0.00000048	0.52	1.8
0.00000049	0.515	1.89
0.0000005	0.51	1.98
0.00000051	0.51	2.07
0.00000052	0.51	2.16
0.00000053	0.515	2.25
0.00000054	0.525	2.34
0.00000055	0.53	2.42
0.00000056	0.535	2.51
0.00000057	0.54	2.59
0.00000058	0.55	2.67
0.00000059	0.56	2.75
0.0000006	0.57	2.83
0.00000061	0.58	2.9
0.00000062	0.585	2.97
0.00000063	0.59	3.05
0.00000064	0.6	3.12
0.00000065	0.61	3.2
0.00000066	0.62	3.26
0.00000067	0.63	3.33
0.00000068	0.64	3.4
0.00000069	0.65	3.47
0.0000007	0.66	3.55
0.00000071	0.675	3.62
0.00000072	0.69	3.7
0.00000073	0.71	3.77
0.00000074	0.725	3.85
0.00000075	0.74	3.92
0.00000076	0.76	4
0.00000077	0.78	4.05
0.00000078	0.795	4.11
0.00000079	0.815	4.17
0.0000008	0.83	4.24
0.00000085	0.93	4.56
0.0000009	1.03	4.93
0.00000095	1.15	5.2
0.000001	1.24	5.45
0.00000105	1.38	5.65
0.0000011	1.45	5.9
0.00000115	1.6	6.15
0.0000012	1.7	6.4
0.00000125	1.82	6.65
0.0000013	1.95	6.85
0.0000014	2.18	7.3
0.00000145	2.25	7.5
0.0000015	2.4	7.75
0.0000016	2.6	8.2
0.0000017	2.81	8.6
0.0000018	3.02	9
0.0000019	3.22	9.3
0.000002	3.45	9.7
0.0000021	3.68	10.1
0.0000022	3.9	10.4
0.0000023	4.1	10.7
0.0000024	4.3	11.1
0.0000025	4.5	11.4
